Campaign_ID,Target_Audience,Campaign_Goal,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,Company
270350,Women 25-34,Market Expansion,15 Days,Pinterest,0.04,$500.00,1.118957871,Miami,English,814,3633,1,Home,31-05-2022,Domestic Dream
654630,Women 35-44,Brand Awareness,15 Days,Instagram,0.07,$500.00,1.23,Miami,English,1387,5628,6,Food,17-04-2022,Culinary Quest
704420,Women 18-24,Increase Sales,15 Days,Instagram,0.12,$500.00,2.26,Miami,English,1387,5628,6,Technology,18-07-2022,Quantum Quirks
485663,Women 35-44,Market Expansion,15 Days,Pinterest,0.02,$500.00,0.757888398,New York,English,814,3634,1,Health,15-11-2022,Pulse Point
114852,Men 45-60,Product Launch,15 Days,Pinterest,0.05,$500.00,0.507642229,Las Vegas,English,814,3634,1,Technology,23-11-2022,Quantum Quirks
788678,Women 18-24,Product Launch,15 Days,Instagram,0.06,$500.00,2.47,Los Angeles,English,1387,5630,9,Technology,28-09-2022,Silicon Saga
891544,Women 25-34,Brand Awareness,15 Days,Pinterest,0.1,$500.00,0.520154537,New York,English,815,3634,1,Health,03-06-2022,Heal Hub
341596,Men 25-34,Market Expansion,15 Days,Instagram,0.11,$500.00,0.06,Miami,English,1388,5630,4,Food,02-09-2022,Culinary Quest
411530,Women 25-34,Product Launch,15 Days,Twitter,0.04,$500.00,6.54,Miami,French,1388,5631,8,Food,10-03-2022,Gourmet Grove
493455,Women 45-60,Market Expansion,15 Days,Twitter,0.01,$500.00,7.03,Los Angeles,English,1388,5631,6,Technology,01-09-2022,Gadget Giants
431195,Women 45-60,Increase Sales,15 Days,Instagram,0.03,$500.00,7.03,New York,French,1388,5632,3,Health,09-06-2022,Balance Beam
387635,Women 45-60,Product Launch,15 Days,Instagram,0.04,$500.00,3.22,Miami,French,1388,5632,1,Health,03-10-2022,Heal Hub
739477,Women 25-34,Market Expansion,15 Days,Twitter,0.03,$500.00,6.89,New York,English,1388,5632,7,Food,21-11-2022,Dine Divine
886322,Men 18-24,Brand Awareness,15 Days,Pinterest,0.07,$500.00,0.536241791,Austin,English,815,3636,1,Health,05-04-2022,Vigor Valley
735941,Women 45-60,Increase Sales,15 Days,Twitter,0.01,$500.00,3.85,Miami,Spanish,1389,5633,9,Food,17-10-2022,Gourmet Grove
488443,All Ages,Increase Sales,15 Days,Instagram,0.06,$500.00,0.99,Las Vegas,English,1389,5634,7,Home,03-09-2022,Space Spruce
101996,Men 25-34,Brand Awareness,15 Days,Twitter,0.07,$500.00,4.9,Miami,Spanish,1389,5634,7,Fashion,30-11-2022,Fiber Fashion
904462,Men 35-44,Brand Awareness,15 Days,Facebook,0.05,$500.00,2,Los Angeles,French,1389,5634,6,Fashion,04-09-2022,Trend Tailors
924887,Women 18-24,Market Expansion,15 Days,Instagram,0.07,$500.00,1.52,New York,French,1389,5635,4,Food,05-11-2022,Savor Street
890018,All Ages,Increase Sales,15 Days,Pinterest,0.13,$500.00,1.30128008,New York,Spanish,815,3638,1,Fashion,27-09-2022,Style Sphere
502450,Women 18-24,Product Launch,15 Days,Instagram,0.1,$500.00,7.55,Austin,Spanish,1389,5636,3,Technology,18-01-2022,Giga Geeks
632933,Men 18-24,Increase Sales,15 Days,Instagram,0.08,$500.00,4.03,Las Vegas,Spanish,1390,5636,1,Food,09-05-2022,Palate Paradise
323544,Women 18-24,Market Expansion,15 Days,Twitter,0.13,$500.00,6.17,Miami,Spanish,1390,5636,3,Fashion,18-12-2022,Style Sphere
244103,Women 18-24,Market Expansion,15 Days,Pinterest,0.06,$500.00,0.747163562,Miami,French,816,3639,1,Health,26-02-2022,Vigor Valley
787013,Women 18-24,Increase Sales,15 Days,Twitter,0.02,$500.00,6.15,Las Vegas,French,1390,5637,1,Food,27-06-2022,Gastronomy Guild
353446,Women 35-44,Increase Sales,15 Days,Facebook,0.14,$500.00,1.43,Austin,Spanish,1390,5637,10,Technology,08-04-2022,Tech Titans
480135,Men 45-60,Market Expansion,15 Days,Facebook,0.03,$500.00,6.93,Miami,French,1390,5638,4,Home,27-06-2022,Living Luxe
327588,Men 18-24,Product Launch,15 Days,Twitter,0.08,$500.00,7.11,Austin,Spanish,1390,5638,7,Home,24-12-2022,Nest Neat
689320,Women 45-60,Brand Awareness,15 Days,Instagram,0.02,$500.00,1.85,Miami,English,1390,5639,5,Health,18-05-2022,Vigor Valley
871567,Women 25-34,Market Expansion,15 Days,Pinterest,0.01,$500.00,0.29135804,Las Vegas,English,816,3640,1,Technology,22-08-2022,Innovate Infinity
293554,Men 45-60,Market Expansion,15 Days,Facebook,0.15,$500.00,7.2,Miami,French,1391,5639,3,Technology,05-07-2022,NexGen Nerds
792620,Women 45-60,Brand Awareness,15 Days,Instagram,0.04,$500.00,5.8,Los Angeles,Spanish,1391,5640,7,Home,03-10-2022,Decor Dreams
280813,Women 35-44,Product Launch,15 Days,Instagram,0.03,$500.00,5.94,New York,English,1391,5640,2,Home,10-01-2022,Nest Neat
800573,Women 35-44,Product Launch,15 Days,Facebook,0.08,$500.00,3.07,Austin,Spanish,1391,5641,5,Food,29-09-2022,Feast Flavors
681243,Men 35-44,Product Launch,15 Days,Pinterest,0.05,$500.00,1.081420945,Las Vegas,English,816,3642,1,Food,05-02-2022,Epicurean Edge
572585,Men 25-34,Market Expansion,15 Days,Pinterest,0.06,$500.00,0.775763124,Las Vegas,English,816,3642,1,Technology,17-08-2022,Silicon Saga
437044,Men 25-34,Increase Sales,15 Days,Instagram,0.12,$500.00,7.85,New York,Spanish,1392,5642,4,Fashion,02-11-2022,Trend Tailors
373981,All Ages,Brand Awareness,15 Days,Facebook,0.05,$500.00,1.98,Austin,Spanish,1392,5642,4,Home,10-03-2022,Domestic Dream
105239,Men 45-60,Market Expansion,15 Days,Facebook,0.14,$500.00,2.86,New York,Spanish,1392,5643,2,Fashion,08-05-2022,Style Sphere
219491,Women 45-60,Market Expansion,15 Days,Instagram,0.07,$500.00,6.52,Las Vegas,French,1392,5643,5,Technology,26-09-2022,Gadget Giants
411882,Men 35-44,Increase Sales,15 Days,Pinterest,0.06,$500.00,1.41031591,Las Vegas,Spanish,817,3643,1,Fashion,02-01-2022,Silk & Style
724197,Men 18-24,Product Launch,15 Days,Twitter,0.05,$500.00,4.89,Los Angeles,Spanish,1392,5644,9,Food,15-06-2022,Gastronomy Guild
127592,Women 25-34,Increase Sales,15 Days,Twitter,0.13,$500.00,4.03,New York,Spanish,1392,5644,7,Fashion,29-06-2022,Chic Couture
534064,Women 45-60,Brand Awareness,15 Days,Twitter,0.03,$500.00,0.16,Miami,English,1392,5644,6,Fashion,22-04-2022,Mode Maven
996820,Men 18-24,Brand Awareness,15 Days,Facebook,0.04,$500.00,6.3,New York,French,1393,5645,9,Home,01-04-2022,Space Spruce
690653,Women 35-44,Brand Awareness,15 Days,Pinterest,0.07,$500.00,0.016087254,Los Angeles,French,818,3644,1,Home,04-06-2022,Nest Neat
361935,Men 35-44,Product Launch,15 Days,Facebook,0.03,$500.00,7.69,New York,French,1393,5646,8,Food,27-03-2022,Epicurean Edge
607476,Men 25-34,Product Launch,15 Days,Instagram,0.03,$500.00,6.59,Los Angeles,Spanish,1393,5646,5,Fashion,11-09-2022,Style Sphere
601846,Women 35-44,Brand Awareness,15 Days,Pinterest,0.1,$500.00,1.140407542,New York,French,818,3645,1,Home,04-03-2022,Nest Neat
740441,All Ages,Increase Sales,15 Days,Instagram,0.09,$500.00,1.73,Austin,Spanish,1393,5647,5,Home,17-06-2022,Hearth Harmony
351541,Men 45-60,Increase Sales,15 Days,Twitter,0.06,$500.00,4.82,New York,Spanish,1393,5647,1,Home,25-02-2022,Decor Dreams
100189,Men 35-44,Brand Awareness,15 Days,Pinterest,0.04,$500.00,0.06792396,Los Angeles,Spanish,818,3646,1,Fashion,02-04-2022,Mode Maven
644666,All Ages,Market Expansion,15 Days,Facebook,0.09,$500.00,0.13,Las Vegas,French,1394,5648,3,Home,24-09-2022,Space Spruce
485277,Women 35-44,Product Launch,15 Days,Twitter,0.04,$500.00,3.01,Los Angeles,French,1394,5648,10,Home,11-03-2022,Dwell Delight
419111,Men 25-34,Market Expansion,15 Days,Facebook,0.09,$500.00,1.83,Los Angeles,Spanish,1394,5649,2,Health,28-04-2022,Wellness Waves
832500,Women 18-24,Increase Sales,15 Days,Instagram,0.06,$500.00,1.92,New York,English,1394,5649,1,Technology,01-03-2022,Cyber Circuit
381088,Men 25-34,Product Launch,15 Days,Pinterest,0.15,$500.00,0.513004647,Austin,French,818,3647,1,Fashion,25-10-2022,Trend Tailors
216019,Women 45-60,Brand Awareness,15 Days,Facebook,0.09,$500.00,7.12,Las Vegas,Spanish,1394,5650,4,Food,28-01-2022,Dine Divine
464823,Women 25-34,Increase Sales,15 Days,Facebook,0.01,$500.00,5.31,Las Vegas,Spanish,1394,5650,3,Home,14-04-2022,Decor Dreams
668075,Men 35-44,Market Expansion,15 Days,Pinterest,0.05,$500.00,0.595228388,Los Angeles,Spanish,819,3648,1,Home,27-10-2022,Nest Neat
319077,Women 35-44,Market Expansion,15 Days,Twitter,0.06,$500.00,1.67,Las Vegas,French,1395,5651,3,Food,28-08-2022,Gourmet Grove
619859,Men 18-24,Increase Sales,15 Days,Instagram,0.02,$500.00,4.78,Las Vegas,Spanish,1395,5652,7,Fashion,04-04-2022,Trend Tailors
958723,Women 25-34,Market Expansion,15 Days,Twitter,0.14,$500.00,3.18,Las Vegas,French,1395,5652,3,Technology,07-11-2022,Gadget Giants
334644,Men 35-44,Increase Sales,15 Days,Twitter,0.14,$500.00,5.03,New York,Spanish,1395,5652,7,Food,25-05-2022,Gourmet Grove
520338,Women 35-44,Increase Sales,15 Days,Twitter,0.11,$500.00,3.29,Austin,English,1395,5653,1,Health,16-11-2022,Elixir Essence
365791,Men 18-24,Increase Sales,15 Days,Instagram,0.03,$500.00,7.11,Los Angeles,French,1395,5653,4,Health,09-01-2022,Elixir Essence
224045,Men 35-44,Increase Sales,15 Days,Facebook,0.04,$500.00,0.32,Miami,English,1395,5653,5,Technology,18-05-2022,Giga Geeks
714340,All Ages,Product Launch,15 Days,Pinterest,0.11,$500.00,0.470105303,New York,Spanish,819,3650,1,Fashion,21-01-2022,Silk & Style
844696,Women 45-60,Product Launch,15 Days,Facebook,0.11,$500.00,0.67,Los Angeles,Spanish,1396,5654,5,Fashion,25-10-2022,Attire Artistry
166500,All Ages,Market Expansion,15 Days,Instagram,0.13,$500.00,4.05,Austin,French,1396,5655,5,Health,22-08-2022,Balance Beam
995497,All Ages,Increase Sales,15 Days,Twitter,0.13,$500.00,2.16,New York,English,1396,5655,9,Health,21-07-2022,Well Wish
258222,Men 35-44,Brand Awareness,15 Days,Instagram,0.02,$500.00,2.73,Miami,English,1396,5655,9,Home,10-09-2022,Homely Haven
863924,Women 18-24,Market Expansion,15 Days,Twitter,0.12,$500.00,1.32,Miami,French,1396,5656,3,Technology,16-08-2022,Cyber Circuit
765944,Men 45-60,Brand Awareness,15 Days,Pinterest,0.13,$500.00,0.366431891,New York,Spanish,819,3651,1,Home,13-11-2022,Dwell Delight
546097,Women 35-44,Product Launch,15 Days,Instagram,0.04,$500.00,6.61,New York,English,1397,5657,4,Health,14-09-2022,Well Wish
174091,Men 18-24,Product Launch,15 Days,Facebook,0.01,$500.00,5.39,Miami,French,1397,5657,10,Food,25-12-2022,Feast Flavors
827837,Men 25-34,Brand Awareness,15 Days,Facebook,0.07,$500.00,0.44,Las Vegas,English,1397,5657,4,Health,17-08-2022,Fitness Front
763623,All Ages,Product Launch,15 Days,Facebook,0.03,$500.00,7.27,Miami,Spanish,1397,5658,4,Home,25-05-2022,Decor Dreams
741799,Women 25-34,Market Expansion,15 Days,Pinterest,0.02,$500.00,0.436143323,New York,English,820,3653,1,Health,08-11-2022,Vital Vigor
248570,All Ages,Product Launch,15 Days,Twitter,0.08,$500.00,6.04,Miami,French,1397,5659,10,Health,23-11-2022,Pulse Point
249865,Men 18-24,Market Expansion,15 Days,Instagram,0.13,$500.00,4.24,Austin,Spanish,1397,5659,5,Food,04-12-2022,Savor Street
548065,Men 35-44,Increase Sales,15 Days,Facebook,0.12,$500.00,4.72,Los Angeles,French,1397,5659,2,Home,27-04-2022,Furnish Fine
224458,Women 35-44,Increase Sales,15 Days,Facebook,0.02,$500.00,0.93,Los Angeles,Spanish,1398,5660,4,Food,08-03-2022,Feast Flavors
668651,Men 35-44,Product Launch,15 Days,Pinterest,0.14,$500.00,0.723926418,New York,English,821,3654,1,Home,03-02-2022,Furnish Fine
257614,Men 35-44,Brand Awareness,15 Days,Pinterest,0.14,$500.00,1.192244249,Los Angeles,Spanish,821,3654,1,Technology,09-01-2022,Silicon Saga
257931,Men 25-34,Market Expansion,15 Days,Facebook,0.12,$500.00,1.14,Los Angeles,Spanish,1398,5661,1,Health,06-03-2022,Well Wish
930984,Men 35-44,Market Expansion,15 Days,Instagram,0.12,$500.00,2.19,Las Vegas,English,1398,5661,5,Home,03-01-2022,Furnish Fine
176164,Women 45-60,Brand Awareness,15 Days,Instagram,0.14,$500.00,5.09,Austin,Spanish,1398,5662,7,Home,30-12-2022,Furnish Fine
423358,Women 35-44,Market Expansion,15 Days,Twitter,0.13,$500.00,6.11,Los Angeles,English,1398,5662,3,Home,03-11-2022,Domestic Dream
853738,Men 35-44,Brand Awareness,15 Days,Pinterest,0.05,$500.00,0.988472368,Las Vegas,English,821,3655,1,Home,28-02-2022,Dwell Delight
584736,Women 45-60,Increase Sales,15 Days,Instagram,0.04,$500.00,4.41,Miami,English,1399,5663,2,Health,03-05-2022,Well Wish
838053,Women 45-60,Increase Sales,15 Days,Twitter,0.07,$500.00,3.46,New York,French,1399,5663,2,Food,18-05-2022,Bistro Bliss
226468,Women 35-44,Market Expansion,15 Days,Facebook,0.06,$500.00,0.85,Los Angeles,Spanish,1399,5664,5,Fashion,07-04-2022,Glam Garments
367396,All Ages,Brand Awareness,15 Days,Pinterest,0.11,$500.00,0.538029264,Miami,English,821,3656,1,Fashion,30-11-2022,Runway Rebels
552933,Women 45-60,Market Expansion,15 Days,Pinterest,0.06,$500.00,0.541604209,Austin,English,821,3656,1,Health,29-09-2022,Elixir Essence
452955,Men 25-34,Product Launch,15 Days,Twitter,0.05,$500.00,3.84,Miami,English,1399,5665,9,Fashion,01-05-2022,Runway Rebels
925196,Men 25-34,Brand Awareness,15 Days,Instagram,0.14,$500.00,4.12,Austin,Spanish,1399,5665,3,Fashion,01-12-2022,Glam Garments
376263,Women 45-60,Brand Awareness,15 Days,Pinterest,0.02,$500.00,0.109035831,New York,Spanish,822,3658,1,Health,21-07-2022,Pulse Point
196544,Women 18-24,Product Launch,15 Days,Twitter,0.06,$500.00,4.72,Los Angeles,English,1400,5666,4,Food,17-02-2022,Bistro Bliss
347797,All Ages,Increase Sales,15 Days,Twitter,0.07,$500.00,4.94,Austin,French,1400,5666,9,Fashion,11-08-2022,Chic Couture
154599,Men 25-34,Increase Sales,15 Days,Pinterest,0.07,$500.00,0.806150159,New York,Spanish,822,3658,1,Food,07-12-2022,Nosh Nirvana
303953,Women 45-60,Brand Awareness,15 Days,Instagram,0.06,$500.00,3.6,Los Angeles,French,1400,5667,4,Home,20-11-2022,Nest Neat
191812,Women 35-44,Product Launch,15 Days,Instagram,0.08,$500.00,1.35,Miami,English,1400,5667,9,Health,02-07-2022,Pulse Point
591625,Men 18-24,Brand Awareness,15 Days,Pinterest,0.13,$500.00,1.170794577,New York,English,822,3659,1,Home,02-05-2022,Dwell Delight
753910,Women 25-34,Product Launch,15 Days,Instagram,0.15,$500.00,2.15,New York,English,1400,5668,1,Home,01-09-2022,Living Luxe
290437,Women 18-24,Product Launch,15 Days,Instagram,0.08,$500.00,5.06,Los Angeles,French,1401,5669,3,Technology,22-09-2022,Pixel Pioneers
698301,Women 25-34,Brand Awareness,15 Days,Twitter,0.02,$500.00,0.95,Austin,English,1401,5669,7,Food,18-09-2022,Culinary Quest
314463,Men 18-24,Product Launch,15 Days,Twitter,0.08,$500.00,7.42,Las Vegas,English,1401,5669,8,Food,31-08-2022,Nosh Nirvana
709781,Men 45-60,Market Expansion,15 Days,Pinterest,0.09,$500.00,0.448655632,Las Vegas,French,822,3660,1,Technology,11-10-2022,NexGen Nerds
400670,Men 25-34,Product Launch,15 Days,Facebook,0.08,$500.00,3.68,Miami,French,1401,5670,5,Food,23-05-2022,Dine Divine
488544,Women 45-60,Increase Sales,15 Days,Facebook,0.04,$500.00,5.82,Las Vegas,Spanish,1401,5671,1,Home,26-05-2022,Decor Dreams
308774,Men 18-24,Increase Sales,15 Days,Instagram,0.11,$500.00,2.11,Miami,English,1401,5671,6,Fashion,08-08-2022,Style Sphere
568537,Men 25-34,Brand Awareness,15 Days,Twitter,0.1,$500.00,5.74,New York,English,1402,5671,8,Health,08-05-2022,Aura Align
790578,Women 18-24,Brand Awareness,15 Days,Instagram,0.12,$500.00,5.27,Miami,English,1402,5672,8,Health,10-06-2022,Pulse Point
248163,Women 18-24,Market Expansion,15 Days,Pinterest,0.01,$500.00,1.226206229,Austin,French,823,3662,1,Fashion,26-08-2022,Silk & Style
731408,Men 18-24,Product Launch,15 Days,Facebook,0.12,$500.00,0.16,New York,French,1402,5673,3,Food,16-08-2022,Palate Paradise
659376,All Ages,Market Expansion,15 Days,Pinterest,0.14,$500.00,1.161857214,Austin,French,823,3662,1,Fashion,10-05-2022,Fiber Fashion
427605,Women 45-60,Product Launch,15 Days,Twitter,0.13,$500.00,4.24,Los Angeles,English,1402,5673,4,Food,02-01-2022,Bistro Bliss
643834,All Ages,Increase Sales,15 Days,Pinterest,0.06,$500.00,0.357494527,New York,Spanish,823,3663,1,Fashion,11-12-2022,Attire Artistry
997853,Men 45-60,Brand Awareness,15 Days,Pinterest,0.03,$500.00,0.811512577,Miami,English,823,3663,1,Home,11-03-2022,Domestic Dream
692233,Women 35-44,Increase Sales,15 Days,Twitter,0.12,$500.00,7.19,Los Angeles,Spanish,1403,5675,8,Fashion,01-08-2022,Attire Artistry
921493,All Ages,Brand Awareness,15 Days,Twitter,0.04,$500.00,6.29,Las Vegas,English,1403,5675,1,Food,16-02-2022,Culinary Quest
350762,Men 35-44,Product Launch,15 Days,Pinterest,0.04,$500.00,0.055411652,Las Vegas,English,824,3664,1,Technology,14-03-2022,Code Crafters
538842,Women 45-60,Product Launch,15 Days,Facebook,0.14,$500.00,7.32,Miami,English,1403,5676,5,Food,28-11-2022,Savor Street
516412,Women 35-44,Product Launch,15 Days,Twitter,0.15,$500.00,1.22,Austin,Spanish,1403,5676,6,Technology,09-02-2022,Tech Titans
269215,Women 45-60,Product Launch,15 Days,Facebook,0.02,$500.00,1.34,Los Angeles,Spanish,1403,5676,2,Home,01-02-2022,Space Spruce
129537,Women 35-44,Increase Sales,15 Days,Facebook,0.02,$500.00,4.42,Miami,English,1403,5677,2,Fashion,05-06-2022,Runway Rebels
816525,Men 18-24,Increase Sales,15 Days,Pinterest,0.11,$500.00,0.614890587,Los Angeles,English,824,3665,1,Food,31-10-2022,Palate Paradise
515315,Women 35-44,Brand Awareness,15 Days,Twitter,0.1,$500.00,3.29,Las Vegas,French,1404,5678,7,Home,22-12-2022,Nest Neat
810128,All Ages,Brand Awareness,15 Days,Pinterest,0.14,$500.00,0.500492338,Las Vegas,English,824,3665,1,Fashion,20-09-2022,Runway Rebels
667642,Women 35-44,Brand Awareness,15 Days,Twitter,0.09,$500.00,5.12,Los Angeles,Spanish,1404,5678,6,Technology,04-04-2022,Giga Geeks
959253,Women 25-34,Brand Awareness,15 Days,Facebook,0.05,$500.00,6.27,Las Vegas,Spanish,1404,5679,1,Fashion,11-06-2022,Silk & Style
725491,Men 25-34,Market Expansion,15 Days,Facebook,0.04,$500.00,5.9,Los Angeles,French,1404,5679,4,Health,18-05-2022,Wellness Waves
474496,Women 18-24,Brand Awareness,15 Days,Twitter,0.01,$500.00,2.18,Los Angeles,Spanish,1404,5680,7,Health,08-04-2022,Vigor Valley
728784,Men 25-34,Market Expansion,15 Days,Instagram,0.03,$500.00,2.51,Austin,French,1404,5680,8,Technology,27-08-2022,Pixel Pioneers
534186,Women 18-24,Brand Awareness,15 Days,Facebook,0.03,$500.00,5.78,Austin,Spanish,1405,5680,5,Home,29-12-2022,Nest Neat
594363,Women 25-34,Market Expansion,15 Days,Facebook,0.12,$500.00,4,Miami,French,1405,5681,3,Fashion,03-12-2022,Glam Garments
275048,Women 35-44,Brand Awareness,15 Days,Facebook,0.09,$500.00,4.56,Las Vegas,Spanish,1405,5681,5,Food,05-06-2022,Epicurean Edge
182951,Women 45-60,Product Launch,15 Days,Facebook,0.07,$500.00,1.28,Los Angeles,French,1405,5682,3,Food,14-09-2022,Dine Divine
485338,Women 25-34,Product Launch,15 Days,Pinterest,0.07,$500.00,0.091161104,New York,French,825,3668,1,Food,21-10-2022,Dine Divine
261299,Men 25-34,Product Launch,15 Days,Instagram,0.12,$500.00,6.64,New York,French,1405,5682,9,Fashion,06-02-2022,Trend Tailors
899754,Women 45-60,Brand Awareness,15 Days,Pinterest,0.08,$500.00,0.400393871,Los Angeles,English,825,3669,1,Home,16-09-2022,Homely Haven
158697,Women 25-34,Brand Awareness,15 Days,Facebook,0.11,$500.00,3.13,Las Vegas,French,1406,5683,4,Home,06-12-2022,Cozy Corners
656338,All Ages,Brand Awareness,15 Days,Instagram,0.06,$500.00,5.2,Las Vegas,English,1406,5683,1,Health,22-05-2022,Elixir Essence
666694,Women 45-60,Market Expansion,15 Days,Facebook,0.14,$500.00,2.24,Los Angeles,French,1406,5684,6,Home,11-08-2022,Space Spruce
723519,Men 35-44,Product Launch,15 Days,Twitter,0.14,$500.00,5.05,Austin,French,1406,5684,8,Home,12-03-2022,Dwell Delight
482515,Men 45-60,Market Expansion,15 Days,Pinterest,0.03,$500.00,0.457592995,Las Vegas,Spanish,825,3670,1,Home,17-08-2022,Dwell Delight
761513,Women 18-24,Product Launch,15 Days,Twitter,0.07,$500.00,7.53,Austin,French,1406,5685,5,Health,30-03-2022,Elixir Essence
442379,All Ages,Brand Awareness,15 Days,Instagram,0.06,$500.00,5.79,Los Angeles,French,1406,5685,2,Home,20-10-2022,Dwell Delight
451799,Men 45-60,Product Launch,15 Days,Twitter,0.14,$500.00,6.47,Miami,Spanish,1406,5686,9,Home,18-07-2022,Nest Neat
455760,Men 45-60,Brand Awareness,15 Days,Instagram,0.08,$500.00,4.6,Austin,Spanish,1407,5686,4,Food,07-02-2022,Palate Paradise
399409,Women 18-24,Product Launch,15 Days,Facebook,0.04,$500.00,2.36,Las Vegas,French,1407,5687,8,Technology,08-09-2022,NexGen Nerds
880393,Women 18-24,Increase Sales,15 Days,Instagram,0.08,$500.00,2.15,Las Vegas,French,1407,5687,2,Health,06-08-2022,Vital Vigor
263396,Men 45-60,Increase Sales,15 Days,Instagram,0.06,$500.00,4.15,New York,French,1407,5687,7,Fashion,08-11-2022,Fiber Fashion
597112,Women 35-44,Product Launch,15 Days,Pinterest,0.12,$500.00,1.131470179,Austin,French,826,3672,1,Fashion,06-05-2022,Style Sphere
216295,Women 25-34,Increase Sales,15 Days,Instagram,0.11,$500.00,5.73,Miami,English,1407,5688,2,Food,10-10-2022,Palate Paradise
681571,Women 18-24,Brand Awareness,15 Days,Pinterest,0.09,$500.00,0.117973194,Las Vegas,English,826,3673,1,Technology,03-04-2022,Innovate Infinity
510660,Men 35-44,Market Expansion,15 Days,Pinterest,0.12,$500.00,1.210118975,Miami,French,826,3673,1,Home,23-10-2022,Hearth Harmony
483670,Women 18-24,Market Expansion,15 Days,Instagram,0.07,$500.00,4.44,Las Vegas,French,1408,5689,1,Technology,09-07-2022,Tech Titans
957547,Men 45-60,Brand Awareness,15 Days,Twitter,0.14,$500.00,3.65,Las Vegas,English,1408,5690,10,Food,04-12-2022,Dine Divine
901139,Men 35-44,Increase Sales,15 Days,Pinterest,0.02,$500.00,1.428190637,Austin,English,826,3673,1,Fashion,20-06-2022,Fiber Fashion
569051,Men 35-44,Brand Awareness,15 Days,Facebook,0.12,$500.00,3.43,New York,English,1408,5691,5,Health,23-03-2022,Balance Beam
663809,Men 18-24,Increase Sales,15 Days,Instagram,0.03,$500.00,3.29,Las Vegas,Spanish,1408,5691,8,Home,15-01-2022,Hearth Harmony
115809,Men 18-24,Brand Awareness,15 Days,Facebook,0.07,$500.00,7.81,Austin,Spanish,1408,5691,4,Home,09-12-2022,Homely Haven
665260,Women 45-60,Increase Sales,15 Days,Twitter,0.05,$500.00,3.14,New York,English,1408,5692,9,Health,22-04-2022,Aura Align
366235,Women 25-34,Product Launch,15 Days,Pinterest,0.06,$500.00,0.044686816,Austin,English,827,3675,1,Technology,04-11-2022,Silicon Saga
671282,Men 25-34,Increase Sales,15 Days,Twitter,0.09,$500.00,1.87,Las Vegas,Spanish,1409,5692,5,Fashion,13-09-2022,Trend Tailors
953848,All Ages,Brand Awareness,15 Days,Pinterest,0.15,$500.00,0.799000269,Las Vegas,English,827,3675,1,Health,20-08-2022,Vital Vigor
117889,Women 35-44,Increase Sales,15 Days,Twitter,0.14,$500.00,1.9,Los Angeles,Spanish,1409,5693,6,Technology,18-01-2022,Innovate Infinity
921729,Women 35-44,Product Launch,15 Days,Facebook,0.14,$500.00,4.61,New York,Spanish,1409,5694,9,Health,05-07-2022,Well Wish
556419,All Ages,Brand Awareness,15 Days,Facebook,0.1,$500.00,2.85,Los Angeles,Spanish,1409,5694,9,Health,31-10-2022,Vigor Valley
711546,Women 45-60,Market Expansion,15 Days,Instagram,0.02,$500.00,7.54,Las Vegas,French,1409,5694,4,Health,04-10-2022,Vital Vigor
486125,Women 18-24,Product Launch,15 Days,Pinterest,0.1,$500.00,1.183306885,Austin,English,827,3676,1,Home,05-11-2022,Dwell Delight
482262,Women 25-34,Brand Awareness,15 Days,Facebook,0.1,$500.00,3.69,Los Angeles,French,1410,5695,7,Health,31-12-2022,Balance Beam
122766,Women 45-60,Brand Awareness,15 Days,Pinterest,0.12,$500.00,0.58271608,New York,French,828,3677,1,Health,24-03-2022,Heal Hub
704519,Men 45-60,Market Expansion,15 Days,Facebook,0.06,$500.00,6.25,New York,French,1410,5696,2,Food,29-01-2022,Gourmet Grove
509354,Men 45-60,Increase Sales,15 Days,Facebook,0.07,$500.00,4.78,New York,Spanish,1410,5696,8,Fashion,01-02-2022,Trend Tailors
834587,Men 25-34,Market Expansion,15 Days,Instagram,0.04,$500.00,0.09,Austin,English,1410,5697,8,Technology,18-04-2022,NexGen Nerds
555070,Women 45-60,Brand Awareness,15 Days,Facebook,0.13,$500.00,0.08,Las Vegas,English,1410,5697,3,Health,01-12-2022,Well Wish
293697,All Ages,Brand Awareness,15 Days,Facebook,0.08,$500.00,2.83,Austin,French,1410,5698,5,Technology,22-01-2022,Gadget Giants
805959,Women 45-60,Market Expansion,15 Days,Twitter,0.11,$500.00,0.49,Los Angeles,English,1411,5698,6,Fashion,19-12-2022,Glam Garments
229037,All Ages,Increase Sales,15 Days,Instagram,0.05,$500.00,3.93,New York,English,1411,5698,6,Food,21-09-2022,Bistro Bliss
111285,Men 18-24,Brand Awareness,15 Days,Twitter,0.11,$500.00,3.29,New York,English,1411,5699,3,Technology,10-06-2022,Cyber Circuit
819836,Men 35-44,Increase Sales,15 Days,Instagram,0.06,$500.00,1.58,Los Angeles,French,1411,5699,8,Health,09-12-2022,Balance Beam
968715,Women 35-44,Increase Sales,15 Days,Pinterest,0.12,$500.00,0.123335612,Miami,Spanish,828,3679,1,Home,31-07-2022,Furnish Fine
616467,Women 45-60,Increase Sales,15 Days,Pinterest,0.06,$500.00,0.096523522,Miami,French,828,3680,1,Technology,11-08-2022,Innovate Infinity
